报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,1944.33617658,16047.23,7058.99336316,7366.907,2128.8878671400003,11705.551,4767.96302499,5474.905
除税前盈利/(亏损),482.69880305000004,4388.513,3209.80481696,2182.277,1097.11396767,2813.323,2315.88332015,1560.604
税项,-30.0159465,-785.495,-511.84977418,-373.674,-227.39126734,-386.672,-360.8009736,-204.227
除税后盈利/(亏损),452.68285655,3603.018,2697.95504278,1808.603,869.7227003300001,2426.651,1955.08234655,1356.377
少数股东权益,16.5101112,49.392,69.03967056,53.361,25.4252393,112.676,79.262357,72.945
股东应占盈利/(亏损),436.17274535,3553.626,2628.91537222,1755.242,844.29746103,2313.975,1875.81998955,1283.432
股息,,1398.7311606,,,,932.3178016500001,,
除税及股息后盈利/(亏损),436.17274535,2154.8948394,2628.91537222,1755.242,844.29746103,1381.6571983499998,1875.81998955,1283.432
基本每股盈利(仙),6.000000,57.000000,42.000000,28.000000,14.000000,41.000000,34.000000,24.000000
摊薄每股盈利(仙),--,--,42.000000,--,14.000000,41.000000,34.000000,--
每股股息(仙),--,20.000000,--,--,--,15.000000,--,--
销售成本,--,--,--,--,--,--,--,--
折旧,--,-122.609,--,-62.486,--,-124.991,--,-62.012
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-1325.87784003,-187.285,-3838.75189355,-77.256,-1267.2507957100001,-174.598,-2366.88615217,-76.791
利息费用/融资成本,--,-5941.311,--,-2740.412,--,-5118.37,--,-2564.28
毛利,1944.33617658,16047.23,7058.99336316,7366.907,2128.8878671400003,11705.551,4594.1000315500005,5474.905
经营盈利,382.30390293,4388.513,2912.06045397,2182.277,817.72246699,2813.323,2104.92053591,1560.604
应占联营公司盈利,--,476.783,--,148.441,--,398.583,--,132.77
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
