报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,7248.49293972,3232.0369370999997,7319.26350179,3131.63163116,8709.33393934,3899.14911456,9878.07229017,4388.36862
除税前盈利/(亏损),704.97681326,362.44286782,610.25163807,306.71849311,530.41237292,287.59296549,420.68761901,203.32283344
税项,-177.69522853,-97.11882276,-149.5398825,-88.47929561,-164.20764012,-87.63153467000001,-127.09849764,-53.14435965
除税后盈利/(亏损),527.28158473,265.32404506,460.71175557,218.2391975,366.2047328,199.96143082,293.58912137,150.17847379
少数股东权益,110.00175922,42.13191928,124.09243337999999,42.869515,100.18444932,56.56712869,90.79336973000001,46.49229604
股东应占盈利/(亏损),417.27982550999997,223.19212578,336.61932219,175.3696825,266.02028348,143.39430213,202.79575164,103.68617775
股息,127.975648,,103.980214,,103.980214,,62.646280049999994,
除税及股息后盈利/(亏损),289.30417751,223.19212578,232.63910819,175.3696825,162.04006948,143.39430213,140.14947159,103.68617775
基本每股盈利(仙),52.000000,28.000000,44.000000,24.000000,42.000000,34.000000,48.000000,24.000000
摊薄每股盈利(仙),52.000000,28.000000,42.000000,22.000000,33.000000,28.000000,39.000000,20.000000
每股股息(仙),16.000000,--,13.000000,--,13.000000,--,15.000000,--
销售成本,-5899.010732819999,-2551.8867493000002,-6039.87997747,-2485.70525577,-7402.569258760001,-3242.93761431,-8834.334349780002,-3892.93745697
折旧,-442.80953251,-223.97540612,-438.53278252999996,-214.09617706,-360.65496145,-184.29081472,-287.93360855000003,-170.15411959
销售及分销费用,-88.88281139,-38.940794600000004,-92.80851421999999,-36.20328676,-82.32042006,-32.68820321,-63.41574633,-29.69656956
一般及行政费用,-661.65857279,-307.26560416,-667.2557296699999,-315.37892839999995,-695.4651548400001,-328.39054936,-553.5204906399999,-255.327884
利息费用/融资成本,-55.53900743,-22.396261629999998,-48.05531209,-22.486283850000003,-69.99891059999999,-29.76018953,-63.34346401,-32.43870498
毛利,1348.18387893,680.1501877999999,1260.75029206,617.2514685,1241.27581271,624.98397152,982.81670269,461.51213729
经营盈利,695.1893213,357.21430198,406.44673185000005,261.3177553,418.29139093000003,243.26627552000002,300.62946402999995,142.81793557
应占联营公司盈利,46.02524226,25.32992266,25.14573112,15.361493359999999,27.16370988,2.76084265,15.55464674,1.30599612
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
