报告期,2017-10-31,2016-10-31
报表类型,中报,中报
经营业务所得之现金流入净额,7.383,-2.889
投资活动之现金流入净额,-0.483,0.007
融资活动之现金流入净额,-3.716,1.909
现金及现金等价物增加,3.184,-0.973
会计年初之现金及现金等价物,8.502,13.485
会计年终之现金及现金等价物,11.198,12.023
外汇兑换率变动之影响,-0.488,-0.489
购置固定资产款项,-0.548,-0.061
币种,港币,港币
