报告期,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,30.393,36.423,32.096
投资活动之现金流入净额,-0.471,0.66,-5.012
融资活动之现金流入净额,-23.875,-54.91,-23.605
现金及现金等价物增加,6.047,-17.827,3.479
会计年初之现金及现金等价物,36.64,54.465,50.985
会计年终之现金及现金等价物,42.693,36.64,54.465
外汇兑换率变动之影响,0.006,0.002,0.001
购置固定资产款项,-0.801,-0.531,-0.203
币种,人民币,人民币,人民币
