报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,43.491,-69.97,-31.691,-36.521,138.214,123.056,-232.551,-24.611
投资活动之现金流入净额,-0.075,48.191,11.653,5.9,-29.443,-18.594,-8.425,-0.57
融资活动之现金流入净额,-110.307,-9.593,-44.953,-36.715,-125.212,-120.482,395.221,421.645
现金及现金等价物增加,-66.891,-31.372,-64.991,-67.336,-16.441,-16.02,154.245,396.464
会计年初之现金及现金等价物,153.806,153.806,219.553,219.553,238.308,238.308,84.584,84.584
会计年终之现金及现金等价物,87.308,124.225,153.806,147.235,219.553,222.626,238.308,480.882
外汇兑换率变动之影响,0.393,1.791,-0.756,-4.982,-2.314,0.338,-0.521,-0.166
购置固定资产款项,-0.542,-0.163,0.287,-0.004,-8.955,--,-15.182,-1.155
币种,港币,港币,港币,港币,港币,港币,港币,港币
