报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31
报表类型,中报,年报,中报,年报,中报,年报,年报,年报
经营业务所得之现金流入净额,-18.932,-40.105,-36.97,-38.931,-26.704,29.316,46.951,12.896
投资活动之现金流入净额,-14.326,29.297,46.021,-88.107,-1.65,-1.34,-14.1,-23.934
融资活动之现金流入净额,0,-3.709,-1.263,303.451,102.68,-0.801,-17.005,11.83
现金及现金等价物增加,-33.258,-14.517,7.788,176.413,74.326,27.175,15.846,0.792
会计年初之现金及现金等价物,223.805,229.433,229.433,45.333,45.333,18.158,2.312,1.52
会计年终之现金及现金等价物,186.923,223.805,239.927,229.433,119.554,45.333,18.158,2.312
外汇兑换率变动之影响,-3.624,8.889,2.706,7.687,-0.105,--,--,--
购置固定资产款项,-6.357,-15.973,-2.959,-4.129,-1.868,-6.24,-12.69,-17.389
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
