报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,-9469.464,-5807.59,-2090.553,219.737,300.772,-410.306,-376.084,766.579
投资活动之现金流入净额,-2043.211,-4109.405,3317.661,293.312,-1370.426,-1155.368,-2424.357,-2951.51
融资活动之现金流入净额,24971.945,13739.298,13580.216,7130.509,1889.586,264.814,3477.269,1656.556
现金及现金等价物增加,13459.27,3822.303,14807.324,7643.558,819.932,-1300.86,676.828,-528.375
会计年初之现金及现金等价物,25770.912,25770.912,10946.47,10946.47,10094.238,10094.238,9414.483,9414.483
会计年终之现金及现金等价物,39198.957,29579.046,25770.912,18595.125,10946.47,8793.206,10094.238,8894.445
外汇兑换率变动之影响,-31.225,-14.169,17.118,5.097,32.3,-0.172,2.927,8.337
购置固定资产款项,-410.531,-279.609,-321.3,-188.337,-244.664,-55.387,-550.559,-75.058
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
