报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-267.569,-136.339,-54.648,-102.89,-74.565,-178.053,-90.05,-43.893
投资活动之现金流入净额,-0.287,-19.555,-10.51,-56.738,7.19,-17.047,-15.308,-26.066
融资活动之现金流入净额,66.289,232.105,210.816,200.803,75.232,259.467,104.406,65.843
现金及现金等价物增加,-201.567,76.211,145.658,41.175,7.857,64.367,-0.952,-4.116
会计年初之现金及现金等价物,278.866,208.168,208.168,165.786,165.786,104.632,104.632,110.499
会计年终之现金及现金等价物,77.227,278.866,351.376,208.168,171.537,165.786,103.742,104.632
外汇兑换率变动之影响,-0.072,-5.513,-2.45,1.207,-2.106,-3.213,0.062,-1.751
购置固定资产款项,-0.321,-6.375,-3.682,-103.528,-25.802,-6.572,-2.429,-2.299
币种,港币,港币,港币,港币,港币,港币,港币,港币
