报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,1.806,59.925087,41.262,25.969,0.825,36.243095,5.055,3.472
除税前盈利/(亏损),-12.467,-16.767281,-12.529,-7.969,-3.768,-37.656283,-8.607,-8.685
税项,,0.013282,0.013,-0.005,,,,
除税后盈利/(亏损),-12.467,-16.753999,-12.516,-7.974,-3.768,-37.656283,-8.607,-8.685
少数股东权益,-0.009,-0.071643,-0.057,-0.034,0.028,-0.002472,,
股东应占盈利/(亏损),-12.458,-16.682356,-12.459,-7.94,-3.796,-37.653811,-8.607,-8.685
股息,,,,,,,,
除税及股息后盈利/(亏损),-12.458,-16.682356,-12.459,-7.94,-3.796,-37.653811,-8.607,-8.685
基本每股盈利(仙),-0.810000,-1.090000,-0.810000,-0.520000,-0.250000,-2.660000,-0.610000,-0.630000
摊薄每股盈利(仙),-0.810000,-1.090000,-0.810000,-0.520000,-0.250000,-2.660000,-0.610000,-0.630000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-1.701,-59.777605,-40.581,-25.408,-0.574,-33.486186,-4.587,-3.189
折旧,--,-2.552543,--,-0.439,--,-1.299064,--,-0.205
销售及分销费用,-0.119,-0.911672,-0.695,-0.478,-0.215,-2.027143,-1.651,-1.132
一般及行政费用,-5.081,-21.695224,-12.854,-8.154,-3.945,-18.902061,-11.673,-8.081
利息费用/融资成本,-0.019,-0.444969,-0.393,-0.316,-0.161,-0.758333,-0.606,-0.541
毛利,0.105,0.147482,0.681,0.561,0.251,2.756909,0.468,0.283
经营盈利,-12.467,-16.767281,-12.529,-7.969,-3.768,-37.656283,-8.607,-8.685
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
