报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31
报表类型,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,78.052,24.171,42.454,23.356,30.136
投资活动之现金流入净额,-132.324,-2.102,-0.326,-0.053,-0.049
融资活动之现金流入净额,0,0,0,0,20.793
现金及现金等价物增加,-54.272,22.069,42.128,23.303,50.88
会计年初之现金及现金等价物,111.311,111.311,69.183,69.183,18.303
会计年终之现金及现金等价物,57.039,133.38,111.311,92.486,69.183
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-2.439,-2.103,-0.327,-0.054,-0.081
币种,港币,港币,港币,港币,港币
