报告期,2017-03-31,2016-03-31,2015-03-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,22.876,1.201,14.877
投资活动之现金流入净额,-13.754,-3.235,-4.034
融资活动之现金流入净额,-5.239,4.997,-14.122
现金及现金等价物增加,3.883,2.963,-3.279
会计年初之现金及现金等价物,3.437,0.474,3.753
会计年终之现金及现金等价物,7.32,3.437,0.474
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-0.647,-1.257,-0.044
币种,港币,港币,港币
