报告期,2017-10-31,2017-04-30,2016-10-31,2016-04-30,2015-04-30
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-8.114,10.564,2.18,99.563,78.171
投资活动之现金流入净额,-24.396,-68.882,-38.328,-71.215,-44.836
融资活动之现金流入净额,50.291,81.624,64.419,-21.045,-42.725
现金及现金等价物增加,17.781,23.306,28.271,7.303,-9.39
会计年初之现金及现金等价物,1.203,-21.838,-21.838,-28.344,-18.912
会计年终之现金及现金等价物,19.071,1.203,6.253,-21.838,-28.344
外汇兑换率变动之影响,0.087,-0.265,-0.18,-0.797,-0.042
购置固定资产款项,-8.116,-13.99,-7.994,-10.709,-17.567
币种,港币,港币,港币,港币,港币
