报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,3954.035304,18386.482899,10890.319124,10857.439489,5503.322393,21896.326522,5298.008885,7510.795774
除税前盈利/(亏损),11542.308966,10626.742373,4804.646233,7755.938634,4374.655157,10613.497712,4048.669816,10319.821773
税项,-1160.560818,-2510.869825,-690.825165,-597.69133,-426.264833,-1152.558224,-320.941799,-1286.501711
除税后盈利/(亏损),10381.748148,8115.872548,4113.821068,7158.247304,3948.390324,9460.939488,3727.728017,9033.320062
少数股东权益,4980.620694,4267.59013,2351.187001,3536.073019,1970.671932,4713.769968,1844.286987,4519.970379
股东应占盈利/(亏损),5401.127454,3848.282418,1762.634067,3622.174285,1977.718392,4747.16952,1883.44103,4513.349683
股息,1028.127685,923.639263,225.576194,868.629427,220.405311,832.326128,198.893273,810.431548
除税及股息后盈利/(亏损),4372.999769,2924.643155,1537.057873,2753.544858,1757.313081,3914.843392,1684.547757,3702.918135
基本每股盈利(仙),309.000000,223.000000,103.000000,214.900000,118.300000,288.600000,115.600000,282.000000
摊薄每股盈利(仙),--,--,--,--,--,--,--,--
每股股息(仙),58.000000,53.000000,13.000000,51.000000,13.000000,50.000000,12.000000,50.000000
销售成本,-622.072066,-7859.044281,-5614.772096,-3613.369102,-1785.988619,-13631.420045,-2244.577637,-1046.622645
折旧,-54.971953,-98.741104,-46.529605,-82.63999,-38.329935,-89.742495,-43.547606,-78.042556
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-437.072574,-785.752435,-627.507491,-966.971206,-583.37357,-695.453727,-377.420844,-674.352951
利息费用/融资成本,-59.342653,-207.596689,-101.804702,-212.953229,-114.529223,-243.669923,-135.747228,-303.987659
毛利,2336.464005,7935.469267,3901.591108,4756.49565,2550.646442,5826.145197,1972.825996,4630.515202
经营盈利,11542.308966,10626.742373,4804.646233,7755.938634,4374.655157,10613.497712,4048.669816,10319.821773
应占联营公司盈利,1330.5107,1546.143601,675.488444,1884.575901,1084.159124,1162.97474,553.776934,1429.548748
币种,港币,港币,港币,港币,港币,港币,港币,港币
