报告期,2017-11-30,2017-05-31,2016-11-30,2016-05-31,2015-11-30,2015-05-31
报表类型,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-0.728328,-5.370776,-1.311912,3.866748,-0.394286,-0.202339
投资活动之现金流入净额,-1.075742,-2.609655,-0.800394,-1.631421,-0.116552,-2.29716
融资活动之现金流入净额,0,12.37267,-0.007907,-0.081089,0.959455,-0.041088
现金及现金等价物增加,-1.80407,4.392239,-2.120213,2.154238,0.448617,-2.540587
会计年初之现金及现金等价物,7.134663,2.773551,2.773551,0.613097,0.613097,3.149481
会计年终之现金及现金等价物,5.330884,7.134663,0.647976,2.773551,1.060225,0.613097
外汇兑换率变动之影响,0.000291,-0.031127,-0.005362,0.006216,-0.001489,0.004203
购置固定资产款项,-0.074034,-0.310171,-0.144236,-0.131184,-0.116552,-0.284384
币种,新加坡元,新加坡元,新加坡元,新加坡元,新加坡元,新加坡元
