报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,17.693,30.355,19.997,22.454
投资活动之现金流入净额,-1.021,-527.748,229.567,0
融资活动之现金流入净额,-34.644,527.229,-249.915,-21.485
现金及现金等价物增加,-17.972,29.836,-0.351,0.969
会计年初之现金及现金等价物,32.043,2.207,2.558,1.589
会计年终之现金及现金等价物,14.071,32.043,2.207,2.558
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,--,-527.685,-0.551,--
币种,港币,港币,港币,港币
