报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,-75.032,-5.352,-8.558,-5.728,-7.65,-9.064,-0.265,-5.201
投资活动之现金流入净额,-0.398,-17.247,-0.58,-0.005,0.003,0.002,0.394,-0.013
融资活动之现金流入净额,74.31,47.89,0,0,0,0,7.142,6.952
现金及现金等价物增加,-1.12,25.291,-9.138,-5.733,-7.647,-9.062,7.271,1.738
会计年初之现金及现金等价物,5.753,5.753,14.955,14.955,22.693,22.693,15.425,15.425
会计年终之现金及现金等价物,4.718,31.061,5.753,9.224,14.955,13.623,22.693,17.163
外汇兑换率变动之影响,0.085,0.017,-0.064,0.002,-0.091,-0.008,-0.003,--
购置固定资产款项,-0.509,--,-0.028,-0.007,-0.002,--,-0.032,-0.014
币种,港币,港币,港币,港币,港币,港币,港币,港币
