报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,49.566,323.184,104.727,-11.966,-260.926,151.59,161.08,98.119
投资活动之现金流入净额,-116.212,-125.221,-8.399,-98.98,-33.576,-91.811,-57.4,-111.096
融资活动之现金流入净额,46.874,-87.737,6.29,65.462,233.507,62.362,-8.838,-88.603
现金及现金等价物增加,-19.772,110.226,102.618,-45.484,-60.995,122.141,94.842,-101.58
会计年初之现金及现金等价物,455.27,356.814,356.814,408.968,411.27,287.303,287.303,389.452
会计年终之现金及现金等价物,451.748,455.27,451.157,356.814,347.973,408.968,382.188,287.303
外汇兑换率变动之影响,16.25,-11.77,-8.275,-6.67,-2.302,-0.476,0.043,-0.569
购置固定资产款项,-84.548,-86.44,-11.079,-125.397,-46.16,-104.368,-59.403,-109.07
币种,港币,港币,港币,港币,港币,港币,港币,港币
