报告期,2018-03-31,2017-09-30,2017-03-31,2016-09-30,2015-09-30
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-1.583,13.661,4.612,13.74,5.803
投资活动之现金流入净额,0.004,-0.016,0,-14.507,-4.481
融资活动之现金流入净额,40.089,-4.29,-4.5,0,0
现金及现金等价物增加,38.51,9.355,0.112,-0.767,1.322
会计年初之现金及现金等价物,10.633,1.278,1.278,2.045,0.723
会计年终之现金及现金等价物,49.143,10.633,1.39,1.278,2.045
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,--,-0.016,--,-0.007,-0.681
币种,港币,港币,港币,港币,港币
