报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,32.03,41.004,24.481
投资活动之现金流入净额,-80.744,-3.958,-0.518
融资活动之现金流入净额,-1.898,-5.965,9.98
现金及现金等价物增加,-50.612,31.081,33.943
会计年初之现金及现金等价物,70.003,38.922,4.979
会计年终之现金及现金等价物,19.391,70.003,38.922
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-11.831,-4.274,-4.772
币种,人民币,人民币,人民币
