报告期,2017-03-31,2016-03-31,2015-03-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,22.581,1.273,10.98
投资活动之现金流入净额,0.601,0.456,-1.907
融资活动之现金流入净额,-2.007,-6.606,-5.784
现金及现金等价物增加,21.175,-4.877,3.289
会计年初之现金及现金等价物,4.093,8.97,5.681
会计年终之现金及现金等价物,25.268,4.093,8.97
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-4.529,-10.741,-2.315
币种,港币,港币,港币
