报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,346.466,121.234,361.564,193.72,511.539,309.457,643.47,337.452
除税前盈利/(亏损),73.143,-17.5,-383.014,-120.719,-124.476,-9.484,-31.982,-18.607
税项,-4.495,-0.227,-13.478,-3.841,-5.145,-5.415,-6.825,-3.166
除税后盈利/(亏损),68.648,-17.727,-396.492,-124.56,-129.621,-14.899,-38.807,-21.773
少数股东权益,-5.387,-0.026,-1.318,-0.385,-0.477,-0.449,-0.276,
股东应占盈利/(亏损),74.035,-17.701,-395.174,-124.175,-129.144,-14.45,-38.531,-21.773
股息,,,,,,,,
除税及股息后盈利/(亏损),74.035,-17.701,-395.174,-124.175,-129.144,-14.45,-38.531,-21.773
基本每股盈利(仙),54.000000,-13.000000,-289.000000,-91.000000,-95.000000,-11.000000,-30.000000,-17.000000
摊薄每股盈利(仙),53.000000,-13.000000,-289.000000,-91.000000,-95.000000,-11.000000,-30.000000,-17.000000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-124.185,-62.683,-289.015,-154.677,-340.125,-191.172,-218.279,-86.941
折旧,-4.076,-2.224,-11.769,-6.505,-16.092,-9.043,-21.937,-10.249
销售及分销费用,-77.274,-18.583,-88.82,-12.997,-40.684,-28.18,-149.807,-95.879
一般及行政费用,-99.439,-43.984,-121.983,-37.035,-90.95,-39.252,-93.984,-44.094
利息费用/融资成本,--,--,--,--,--,--,-6.369,-6.377
毛利,222.281,58.551,72.549,39.043,171.414,118.285,425.191,250.511
经营盈利,73.143,-17.5,-383.014,-120.719,-124.476,-9.237,-36.471,-21.645
应占联营公司盈利,10.85,7.121,2.047,-4.02,-7.547,-2.99,-5.605,-1.598
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
