报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-9.593,-2.688,2.495,10.302,8.449
投资活动之现金流入净额,-6.036,-3.119,-4.071,-3.87,-5.69
融资活动之现金流入净额,0.033,64.543,-1.981,-5.564,1.587
现金及现金等价物增加,-15.596,58.736,-3.557,0.868,4.346
会计年初之现金及现金等价物,84.422,25.686,25.686,24.818,20.472
会计年终之现金及现金等价物,68.826,84.422,22.129,25.686,24.818
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-6,-3.121,-4.1,-3.872,-5.693
币种,港币,港币,港币,港币,港币
