报告期,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-223.77,-501.506,-70.505,33.418,165.107,560.326,416.774,754.67
投资活动之现金流入净额,-192.203,-365.485,-205.939,-345.164,-173.679,-546.22,-271.909,-283.233
融资活动之现金流入净额,-0.15,-0.18,-0.09,-24.736,-24.631,-198.036,-139.197,-212.486
现金及现金等价物增加,-416.123,-867.171,-276.534,-336.482,-33.203,-183.93,5.668,258.951
会计年初之现金及现金等价物,937.571,1804.742,1804.742,2141.224,2141.224,2325.154,2325.154,2066.203
会计年终之现金及现金等价物,521.448,937.571,1528.208,1804.742,2108.021,2141.224,2330.822,2325.154
外汇兑换率变动之影响,--,--,--,--,--,--,--,--
购置固定资产款项,-27.13,-62.408,-31.38,-20.41,-7.206,-117.12,-44.534,-42.148
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
