报告期,2017-09-30,2016-09-30,2015-09-30,2014-09-30
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,42.592,14.906,31.678,-2.25
投资活动之现金流入净额,11.762,-0.517,0.757,-0.333
融资活动之现金流入净额,61.248,2.98,-10.469,-1.669
现金及现金等价物增加,115.602,17.369,21.966,-4.252
会计年初之现金及现金等价物,36.728,19.359,-2.607,1.645
会计年终之现金及现金等价物,152.33,36.728,19.359,-2.607
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-0.188,-0.66,-0.464,-0.333
币种,港币,港币,港币,港币
