报告期,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-61.877,978.683,935.908
投资活动之现金流入净额,-237.76,-594.867,-180.609
融资活动之现金流入净额,91.983,-290.061,-701.054
现金及现金等价物增加,-207.654,93.755,54.245
会计年初之现金及现金等价物,481.697,387.556,333.288
会计年终之现金及现金等价物,274.486,481.697,387.556
外汇兑换率变动之影响,0.443,0.386,0.023
购置固定资产款项,-99.26,-70.033,-12.44
币种,人民币,人民币,人民币
