报告期,2017-06-30,2016-06-30,2015-06-30
报表类型,年报,年报,年报
经营业务所得之现金流入净额,3.683923,1.563527,3.481951
投资活动之现金流入净额,1.952882,-2.056547,-0.003993
融资活动之现金流入净额,-2.72097,-2.163381,-1.468774
现金及现金等价物增加,2.915835,-2.656401,2.009184
会计年初之现金及现金等价物,1.095434,3.751835,1.742651
会计年终之现金及现金等价物,4.011269,1.095434,3.751835
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-0.159855,-0.099397,-0.003993
币种,新加坡元,新加坡元,新加坡元
