报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,2.963,-50.858,115.919,2.761,-49.763,-38.799,10.017,-78.058
投资活动之现金流入净额,-78.813,-3.222,1.193,-28.295,-29.6,-1.91,-127.561,25.086
融资活动之现金流入净额,49.445,-16.339,-98.199,31.761,47.117,-23.238,76.594,27.869
现金及现金等价物增加,-26.405,-70.419,18.913,6.227,-32.246,-63.947,-40.95,-25.103
会计年初之现金及现金等价物,103.516,103.516,89.831,89.831,128.355,128.355,175.199,175.199
会计年终之现金及现金等价物,82.182,36.298,103.516,96.085,89.831,64.408,128.355,148.095
外汇兑换率变动之影响,5.071,3.201,-5.228,0.027,-6.278,--,-5.894,-2.001
购置固定资产款项,-39.08,--,-23.291,--,-69.459,--,-151.882,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
