报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,133.33,59.241,88.06,41.037,101.843,38.672,75.813,35.836
投资活动之现金流入净额,-8.132,-2.161,-19.817,-10.138,-10.397,-7.335,-4.919,-6.244
融资活动之现金流入净额,-107.973,-52.085,-97.602,-42.829,-83.309,-37.325,-81.766,-48.908
现金及现金等价物增加,17.225,4.995,-29.359,-11.93,8.137,-5.988,-10.872,-19.316
会计年初之现金及现金等价物,22.235,22.235,52.703,52.703,46.032,46.032,56.993,56.993
会计年终之现金及现金等价物,41.161,26.656,22.235,41.26,52.703,40.031,46.032,38.046
外汇兑换率变动之影响,1.701,-0.574,-1.109,0.487,-1.466,-0.013,-0.089,0.369
购置固定资产款项,-8.381,-2.264,-20.066,-10.203,-10.791,-7.512,-5.292,-6.399
币种,港币,港币,港币,港币,港币,港币,港币,港币
