报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,33.935,6.221,21.108
投资活动之现金流入净额,-0.071,0.122,22.095
融资活动之现金流入净额,15.719,3.2,-52.836
现金及现金等价物增加,49.583,9.543,-9.633
会计年初之现金及现金等价物,39.828,30.215,39.845
会计年终之现金及现金等价物,88.69,39.828,30.215
外汇兑换率变动之影响,-0.721,0.07,0.003
购置固定资产款项,-0.525,-0.207,-0.369
币种,人民币,人民币,人民币
