报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,728.44447411,4308.759,2147.43496593,1651.101,716.67282056,3063.632,1877.3288588199998,1358.149
除税前盈利/(亏损),373.23303869,1529.639,1172.29874528,742.005,411.1592579,1234.922,935.86160779,628.038
税项,-108.89905428,-451.948,-347.12864277999995,-230.351,-113.12300625,-334.032,-247.14514918999998,-158.146
除税后盈利/(亏损),264.33398440999997,1077.691,825.1701025,511.654,298.03625165,900.89,688.7164586,469.892
少数股东权益,-3.72879195,-5.544,-0.81230121,-8.453,4.49048526,-24.185,-12.0449237,-7.53
股东应占盈利/(亏损),268.06277636,1083.235,825.9824037100001,520.107,293.54576639,925.075,700.7613822999999,477.422
股息,,381.48,,,,381.48,,
除税及股息后盈利/(亏损),268.06277636,701.755,825.9824037100001,520.107,293.54576639,543.595,700.7613822999999,477.422
基本每股盈利(仙),16.160000,65.310000,49.800000,31.360000,17.700000,55.770000,42.250000,28.780000
摊薄每股盈利(仙),16.160000,65.310000,49.800000,31.360000,17.700000,55.770000,42.250000,28.780000
每股股息(仙),--,23.000000,--,--,--,23.000000,--,--
销售成本,-323.6369163,-2668.061,-892.37492155,-866.861,-286.68803777,-1686.456,-784.87035591,-659.625
折旧,--,-126.533,--,-62.217,--,-133.24,--,-66.841
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-18.72796309,-104.143,-65.37458362,-30.845,-15.392438890000001,-107.659,-66.94097434,-48.659
利息费用/融资成本,-14.72704641,-92.475,-25.20559982,-44.92,-14.13858295,-109.168,-78.29578089,-65.015
毛利,404.80755781,1640.698,1255.0600443800001,784.24,429.98478279,1377.176,1055.40541875,698.524
经营盈利,373.70863814999996,1601.695,1172.60360216,783.005,406.89383218,1330.287,935.3189459700001,688.523
应占联营公司盈利,5.31674652,20.419,11.33198079,3.92,2.4108179300000003,13.803,7.44497547,4.53
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
