报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,4.19,11.612,7.611,-3.11,2.632
投资活动之现金流入净额,-0.461,-1.619,-1.595,-0.563,-0.311
融资活动之现金流入净额,45.634,-0.338,-0.175,-0.28,-0.735
现金及现金等价物增加,49.363,9.655,5.841,-3.953,1.586
会计年初之现金及现金等价物,12.104,2.449,2.449,6.402,4.816
会计年终之现金及现金等价物,61.467,12.104,8.29,2.449,6.402
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-0.509,-1.629,-1.595,-0.584,-0.41
币种,港币,港币,港币,港币,港币
