报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,6909.19515797,20954.22518953,15966.93182252,11115.338459909999,5287.93117978,20035.68149937,15543.68486701,10857.26932009
除税前盈利/(亏损),1143.37600533,2492.9761366999996,1799.72935123,1400.42809137,589.86030901,1945.0533983399998,1339.46068668,1059.13585893
税项,-216.90648325,-374.2205158,-270.60633134,-209.45842285,-86.40374845999999,-386.37940317,-242.20326851,-196.00776241
除税后盈利/(亏损),926.46952208,2118.7556209,1529.12301989,1190.96966852,503.45656055,1558.6739951700001,1097.2574181700002,863.12809652
少数股东权益,21.300184440000002,57.10369189,43.47167055,32.82961123,18.79442646,50.6413241,40.83516797,31.32157463
股东应占盈利/(亏损),905.16933764,2061.65192901,1485.65134934,1158.14005729,484.66213409,1508.0326710699999,1056.4222502,831.80652189
股息,,619.4263515700001,,,,455.22146572,,
除税及股息后盈利/(亏损),905.16933764,1442.22557744,1485.65134934,1158.14005729,484.66213409,1052.8112053500001,1056.4222502,831.80652189
基本每股盈利(仙),55.700000,126.800000,91.000000,71.200000,29.800000,107.500000,80.000000,64.400000
摊薄每股盈利(仙),55.700000,126.800000,91.000000,71.200000,29.800000,107.500000,80.000000,64.400000
每股股息(仙),--,38.100000,--,--,--,28.000000,--,--
销售成本,-4245.62356192,-13063.229348280001,-10059.30033493,-6955.44436097,-3206.01032347,-13412.06289603,-9843.64788356,-6735.23953584
折旧,--,-221.13019683000002,--,-109.7868986,--,-218.19774196,--,-106.0293147
销售及分销费用,-1132.9491374000002,-4285.94935346,-3196.58521279,-2236.80909897,-1210.9389025,-3823.58949019,-3625.18842781,-2628.68098038
一般及行政费用,-492.8203228,-1579.5825089300001,-1138.49104341,-709.7896791799999,-371.55983311,-1439.73431247,-1079.45797426,-694.1025266
利息费用/融资成本,--,--,--,--,--,--,--,--
毛利,2663.57159605,7890.99584125,5907.63148759,4159.89409894,2024.8127027,6619.93291545,5581.05885122,4036.097603
经营盈利,1126.32942897,2460.9709656100003,1750.34199255,1362.49646792,563.6295453500001,1466.6252916199999,1104.5641120599998,885.67244239
应占联营公司盈利,90.55862112,281.26468739999996,179.22291373,146.83820696,90.47665254,194.45991123,173.4080266,145.2716012
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
