报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-0.308044,2.280633,0.166025
投资活动之现金流入净额,-0.043027,-1.425129,-0.185394
融资活动之现金流入净额,-0.279064,-0.513243,-1.297839
现金及现金等价物增加,-0.630135,0.342261,-1.317208
会计年初之现金及现金等价物,5.992129,5.507198,6.230022
会计年终之现金及现金等价物,4.813033,5.992129,5.507198
外汇兑换率变动之影响,-0.548961,0.14267,0.594384
购置固定资产款项,-0.043027,-0.195129,-0.185394
币种,欧元,欧元,欧元
