报告期,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,10.403,43.226,20.303
投资活动之现金流入净额,2.778,-34.02,-5.601
融资活动之现金流入净额,-20.152,-2.301,-14.456
现金及现金等价物增加,-6.971,6.905,0.246
会计年初之现金及现金等价物,9.068,1.9,1.664
会计年终之现金及现金等价物,2.372,9.068,1.9
外汇兑换率变动之影响,0.275,0.263,-0.01
购置固定资产款项,-2.818,-1.83,-3.66
币种,人民币,人民币,人民币
