报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,600.148125,2925.929985,1066.721271,484.261155,-199.164845,965.990458,100.286224,218.79835
投资活动之现金流入净额,895.011149,-1197.015942,-123.898135,-309.760559,49.081315,-658.539259,-182.603279,-472.557616
融资活动之现金流入净额,-1015.462333,-1949.291916,128.028253,-33.276699,158.200198,89.690364,349.192219,213.559466
现金及现金等价物增加,479.696941,-220.377873,1070.851389,141.223898,8.116667,397.141563,266.875164,-40.1998
会计年初之现金及现金等价物,794.984894,1012.159146,1012.159146,870.038755,870.038755,472.987178,472.987178,513.661377
会计年终之现金及现金等价物,1273.505869,794.984894,2083.10014,1012.159146,878.149378,870.038755,739.977525,472.987178
外汇兑换率变动之影响,-1.175966,3.203621,0.089605,0.896494,-0.006045,-0.089985,0.115184,-0.474399
购置固定资产款项,-197.559249,-294.984998,-129.400021,-449.658955,-289.212639,-766.186788,-283.497036,-565.717026
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
