报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-6.685,-19.275,-22.51,-118.894,-33.373,-92.628,-32.496,-44.938
投资活动之现金流入净额,-3.869,-4.627,-7.178,-20.413,-0.316,-37.595,-4.493,-92.811
融资活动之现金流入净额,14.597,8.605,11.11,153.647,65.859,120.83,57.879,125.257
现金及现金等价物增加,4.043,-15.297,-18.578,14.34,32.17,-9.393,20.89,-12.492
会计年初之现金及现金等价物,8.373,23.714,23.714,9.379,9.379,18.85,18.85,31.515
会计年终之现金及现金等价物,12.416,8.373,5.136,23.714,41.622,9.379,39.74,18.85
外汇兑换率变动之影响,--,-0.044,--,-0.005,0.073,-0.078,--,-0.173
购置固定资产款项,-3.8,-0.141,--,-0.046,--,-0.015,--,-2.935
币种,港币,港币,港币,港币,港币,港币,港币,港币
