报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,14.822,5.254,24.801,95.463,12.583
投资活动之现金流入净额,-2.382,-20.636,-0.665,0.608,3.772
融资活动之现金流入净额,71.416,-51.239,-11.093,-33.086,2.717
现金及现金等价物增加,83.856,-66.621,13.043,62.985,19.072
会计年初之现金及现金等价物,48.482,115.103,115.103,52.118,33.046
会计年终之现金及现金等价物,132.371,48.482,128.146,115.103,52.118
外汇兑换率变动之影响,0.033,--,--,--,--
购置固定资产款项,-3.274,-3.639,-1.601,-1.201,-0.576
币种,港币,港币,港币,港币,港币
