报告期,2017-03-31,2016-03-31
报表类型,年报,年报
经营业务所得之现金流入净额,9.753,13.19
投资活动之现金流入净额,-2.846,-32.928
融资活动之现金流入净额,-9.262,18.363
现金及现金等价物增加,-2.355,-1.375
会计年初之现金及现金等价物,6.702,8.077
会计年终之现金及现金等价物,4.347,6.702
外汇兑换率变动之影响,--,--
购置固定资产款项,-10.433,-29.605
币种,港币,港币
