报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-132.306,305.074,220.945,492.537,30.393,307.683,42.802,217.005
投资活动之现金流入净额,-101.512,-392.461,-103.277,-293.324,-143.089,-327.682,-194.569,-269.072
融资活动之现金流入净额,267.147,84.862,-155.536,-188.315,-0.155,-62.379,81.964,235.349
现金及现金等价物增加,33.329,-2.525,-37.868,10.898,-112.851,-82.378,-69.803,183.282
会计年初之现金及现金等价物,268.904,288.238,288.238,287.141,287.141,374.14,374.14,183.154
会计年终之现金及现金等价物,308.395,268.904,245.346,288.238,173.931,287.141,301.895,374.14
外汇兑换率变动之影响,6.162,-16.809,-5.024,-9.801,-0.359,-4.621,-2.442,7.704
购置固定资产款项,-110.666,-209.429,-92.931,-275.492,-121.311,-315.286,-172.482,-268.971
币种,美元,美元,美元,美元,美元,美元,美元,美元
