报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-56.64,-6.415,25.37,15.416,-13.813,52.554,3.656,21.206
投资活动之现金流入净额,201.201,20.805,18.169,-194.018,-2.694,-43.387,-25.074,-23.891
融资活动之现金流入净额,-61.931,90,0,98.76,-14.328,-5.497,-23.557,21.239
现金及现金等价物增加,82.63,104.39,43.539,-79.842,-30.835,3.67,-44.975,18.554
会计年初之现金及现金等价物,208.226,107.207,107.207,185.752,185.752,183.138,183.138,161.808
会计年终之现金及现金等价物,289.778,208.226,151.032,107.207,157.999,185.752,137.482,183.138
外汇兑换率变动之影响,-1.078,-3.371,0.286,1.297,3.082,-1.056,-0.681,2.776
购置固定资产款项,-3.221,-63.172,-59.673,-26.067,-11.773,-26.157,-10.785,-14.266
币种,港币,港币,港币,港币,港币,港币,港币,港币
