报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,130.529,533.206,184.408,480.255,243.366,401.382,182.996,434.39
投资活动之现金流入净额,-249.708,-576.747,-363.926,-339.765,-247.146,-293.845,-318.911,-215.695
融资活动之现金流入净额,27.633,-62.703,34.382,-194.065,-64.028,79.79,142.193,-76.458
现金及现金等价物增加,-91.546,-106.244,-145.136,-53.575,-67.808,187.327,6.278,142.237
会计年初之现金及现金等价物,411.189,529.694,529.694,588.957,588.957,403.153,403.153,262.522
会计年终之现金及现金等价物,324.35,411.189,381.399,529.694,516.065,588.957,409.431,403.153
外汇兑换率变动之影响,4.707,-12.261,-3.159,-5.688,-5.084,-1.523,--,-1.606
购置固定资产款项,-190.003,-366.123,-181.255,-464.212,-206.305,-351.026,-197.999,-220.424
币种,港币,港币,港币,港币,港币,港币,港币,港币
