报告期,2018-02-28,2017-08-31,2017-02-28,2016-08-31,2015-08-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-23.041,-8.576,-2.78,11.51,1.866
投资活动之现金流入净额,-8.971,-7.99,-5.594,-10.678,-1.296
融资活动之现金流入净额,46.961,11.468,4.45,3.458,0.046
现金及现金等价物增加,14.949,-5.098,-3.924,4.29,0.616
会计年初之现金及现金等价物,-1.44,3.658,3.658,-0.632,-1.248
会计年终之现金及现金等价物,13.509,-1.44,-0.266,3.658,-0.632
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-9.3,-7.947,-5.6,-11.943,-1.296
币种,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特,马来西亚，林吉特
