报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,19825.031,9562.746,19277.397,10195.087,24450.468,12503.223,23830.778,12098.064
除税前盈利/(亏损),4960.598,2455.413,4559.011,2148.912,5742.804,2656.209,5342.886,2349.735
税项,-1159.142,-600.538,-1079.445,-503.35,-1639.436,-667.547,-1368.716,-549.079
除税后盈利/(亏损),3801.456,1854.875,3761.462,1645.562,4103.368,1988.662,3974.17,1800.656
少数股东权益,7.415,0.94,164.641,10.522,52.499,20.83,58.352,25.353
股东应占盈利/(亏损),3794.041,1853.935,3596.821,1635.04,4050.869,1967.832,3915.818,1775.303
股息,2531.442,1144.644,3407.456,2082.079,2557.983,1163.193,2450.854,1042.779
除税及股息后盈利/(亏损),1262.599,709.291,189.365,-447.039,1492.886,804.639,1464.964,732.524
基本每股盈利(仙),314.900000,153.900000,296.700000,134.600000,331.400000,160.700000,318.800000,144.300000
摊薄每股盈利(仙),314.900000,153.900000,296.700000,134.600000,330.800000,160.300000,318.400000,144.100000
每股股息(仙),210.000000,95.000000,195.000000,85.000000,210.000000,95.000000,200.000000,85.000000
销售成本,-10525.679,-4911.615,-9873.445,-5305.37,-12810.057,-6685.821,-12842.802,-6664.224
折旧,-666.556,-334.866,-626.162,-324.269,-764.649,-388.609,-712.924,-351.049
销售及分销费用,-3891.035,-1857.503,-3720.725,-2092.22,-4456.283,-2464.109,-4840.381,-2567.835
一般及行政费用,-1292.354,-606.153,-1483.329,-736.474,-1719.637,-898.099,-1561.615,-692.817
利息费用/融资成本,-404.629,-234.53,-360.302,-235.834,-634.853,-346.241,-639.525,-361.331
毛利,9299.352,4651.131,9403.952,4889.717,11640.411,5817.402,10987.976,5433.84
经营盈利,5271.574,2616.808,4742.869,2328.562,6151.002,2884.543,5750.058,2650.479
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,港币,港币,港币,港币
