报告期,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30
报表类型,中报,年报,三季报,中报,一季报,年报,三季报,中报
经营业务所得之现金流入净额,-3.824,44.187,-213.829,74.199,95.433,215.14,88.912,-9.15
投资活动之现金流入净额,2.275,44.25,61.571,-45.779,-31.086,-390.315,-126.912,-17.011
融资活动之现金流入净额,45,-73.926,35,35,11,-36.622,-27.667,-20.667
现金及现金等价物增加,43.451,14.511,-117.258,63.42,75.347,-211.797,-65.667,-46.828
会计年初之现金及现金等价物,284.159,269.648,269.648,269.648,269.648,481.445,481.445,481.445
会计年终之现金及现金等价物,327.61,284.159,152.39,333.068,344.995,269.648,415.778,434.617
外汇兑换率变动之影响,--,--,--,--,--,--,--,--
购置固定资产款项,-8.709,-53.645,-39.071,-20.257,-11.706,-295.959,-96.465,-17.889
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
