报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31
报表类型,中报,年报,中报,年报
经营业务所得之现金流入净额,3.608,-7.836,2.426,18.111
投资活动之现金流入净额,-0.023,12.844,1.537,-14.037
融资活动之现金流入净额,0.37,-7.267,-0.292,17.297
现金及现金等价物增加,3.955,-2.259,3.671,21.371
会计年初之现金及现金等价物,23.143,25.402,25.402,4.031
会计年终之现金及现金等价物,27.098,23.143,29.073,25.402
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-0.024,-1.188,-0.139,-0.006
币种,港币,港币,港币,港币
