报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-7.549,8.501,12.945
投资活动之现金流入净额,-1.013,-3.316,-1.779
融资活动之现金流入净额,-5.711,0.572,-10.277
现金及现金等价物增加,-14.273,5.757,0.889
会计年初之现金及现金等价物,16.657,11.984,11.5
会计年终之现金及现金等价物,3.119,16.657,11.984
外汇兑换率变动之影响,0.735,-1.084,-0.405
购置固定资产款项,-1.044,-0.549,-2.135
币种,港币,港币,港币
