报告期,2018-03-31,2017-12-31,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31
报表类型,一季报,年报,一季报,年报,三季报,中报,一季报,年报
营业额,108.42383052,560.39923736,99.49708441,645.87723313,323.03824189,253.17414602000002,159.49293379,776.59476109
除税前盈利/(亏损),-57.4705351,-351.38620522,-60.66160536,-317.50394621,-167.26747963999998,-113.31458745,-29.82258436,-219.37034373
税项,,-0.74725632,,-23.748933949999998,-0.14792197,-0.13798323999999998,-0.00993874,-0.28285188
除税后盈利/(亏损),-57.4705351,-352.13346154000004,-60.66160536,-341.25288016,-167.41540161,-113.45257069,-29.832523100000003,-219.65319561
少数股东权益,-1.50226201,-2.4402706800000002,-1.71103885,-44.03997118,-4.3660073399999995,-4.529987309999999,-3.11109088,-23.26797995
股东应占盈利/(亏损),-55.968273090000004,-349.69319086,-58.950566509999994,-297.21290898,-163.04939427000002,-108.92258337999999,-26.72143222,-196.38521566
股息,,,,,,,,
除税及股息后盈利/(亏损),-55.968273090000004,-349.69319086,-58.950566509999994,-297.21290898,-163.04939427000002,-108.92258337999999,-26.72143222,-196.38521566
基本每股盈利(仙),-11.000000,-67.000000,-11.000000,-54.000000,-31.000000,-20.510000,-5.000000,-37.000000
摊薄每股盈利(仙),-11.000000,--,-11.000000,--,-31.000000,-20.510000,-5.000000,-37.000000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-104.66363164,-582.29017433,-96.26201612999999,-664.7817916900001,-268.37428027,-196.92547263,-127.95483347,-659.88148314
折旧,--,--,--,--,--,-22.81438152,--,-47.20126611
销售及分销费用,-15.934497519999999,-85.193796,-16.64789821,-84.24863653,-47.61960796,-32.83238475,-13.15989143,-95.63814461
一般及行政费用,-34.68675014,-170.01313166,-36.43114706,-207.77971141,-132.17584601000001,-99.53991509000001,-36.47760696,-156.96319541
利息费用/融资成本,-7.818928769999999,-56.46949305,-8.621840460000001,-55.433277600000004,-38.33661668,-24.327168280000002,-12.291542779999999,-35.097266770000004
毛利,1.02599305,-21.89093697,0.9601893499999999,-18.904558559999998,53.934264649999996,55.835200990000004,31.353942120000003,108.79989843999999
经营盈利,-57.414183380000004,-352.16233218,-61.49918571,-341.76937198,-192.10867711,-129.15492237,-30.84329446,-246.65076517
应占联营公司盈利,--,-3.1070187999999996,-0.75848933,-0.62530403,--,-0.72329488,-0.26819540999999997,-0.61302153
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
