报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31
报表类型,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,41.838,-211.609,-582.579,-216.494,-428.066
投资活动之现金流入净额,-21.634,9.091,-14.057,-3.114,-1.18
融资活动之现金流入净额,51.824,122.74,650.74,214.517,470.481
现金及现金等价物增加,72.028,-79.778,54.104,-5.091,41.235
会计年初之现金及现金等价物,104.311,104.311,50.889,50.889,6.173
会计年终之现金及现金等价物,174.277,24.448,104.311,45.356,50.889
外汇兑换率变动之影响,-2.062,-0.085,-0.682,-0.442,3.481
购置固定资产款项,-1.344,-0.89,-1.567,-1.122,-1.237
币种,人民币,人民币,人民币,人民币,人民币
