报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,7.071,17.85,10.912,2.957,5.161
投资活动之现金流入净额,-0.255,3.629,-5.014,-14.234,-4.48
融资活动之现金流入净额,-18.625,15.401,12.597,19.481,-0.425
现金及现金等价物增加,-11.809,36.88,18.495,8.204,0.256
会计年初之现金及现金等价物,42.689,5.809,5.809,-2.395,-2.651
会计年终之现金及现金等价物,30.88,42.689,24.304,5.809,-2.395
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,--,-0.666,--,-8.044,-0.839
币种,港币,港币,港币,港币,港币
