报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-5.082,-1.358,-2.343,12.58,6.103
投资活动之现金流入净额,-1.249,-5.897,-1.129,-9.034,-1.51
融资活动之现金流入净额,48.72,13.842,0.716,2.135,-2.704
现金及现金等价物增加,42.389,6.587,-2.756,5.681,1.889
会计年初之现金及现金等价物,18.499,12.494,12.494,6.862,4.902
会计年终之现金及现金等价物,61.293,18.499,9.449,12.494,6.862
外汇兑换率变动之影响,0.405,-0.582,-0.289,-0.049,0.071
购置固定资产款项,-1.231,-5.908,-1.519,-0.145,-1.519
币种,港币,港币,港币,港币,港币
