报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,6.632,15.158,8.571,10.444,9.676
投资活动之现金流入净额,-4.47,-14.149,-10.102,-3.966,-2.123
融资活动之现金流入净额,-12.462,59.287,-2.341,4.436,-0.905
现金及现金等价物增加,-10.3,60.296,-3.872,10.914,6.648
会计年初之现金及现金等价物,80.202,19.906,19.906,8.992,2.344
会计年终之现金及现金等价物,69.902,80.202,16.034,19.906,8.992
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,--,-14.151,--,-3.972,-2.926
币种,港币,港币,港币,港币,港币
