报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,6.528,33.88,19.89,10.264,6.145
投资活动之现金流入净额,-0.087,-12.622,-7.699,-2.926,-2.107
融资活动之现金流入净额,-9.006,-9.932,-1.617,-10.927,7.762
现金及现金等价物增加,-2.565,11.326,10.574,-3.589,11.8
会计年初之现金及现金等价物,21.328,10.002,10.002,13.591,1.791
会计年终之现金及现金等价物,18.763,21.328,20.576,10.002,13.591
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-0.472,-15.895,-10.537,-3.913,-3.133
币种,港币,港币,港币,港币,港币
