报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,13803,26588,14866,24073,13010,13416,13278,27385
投资活动之现金流入净额,-2916,-6284,-5414,-10653,-8031,-17013,-7576,-22390
融资活动之现金流入净额,-20397,192,-4564,-15212,-1956,-2898,-10126,-13102
现金及现金等价物增加,-9510,20496,4888,-1792,3023,-6495,-4424,-8107
会计年初之现金及现金等价物,48499,28134,28134,29239,29239,34836,34836,41466
会计年终之现金及现金等价物,39030,48499,32786,28134,32418,29239,30803,34836
外汇兑换率变动之影响,41,-131,-236,687,156,898,391,1477
购置固定资产款项,-3454,-9925,-5371,-12613,-8104,-16008,-7444,-9292
币种,日元,日元,日元,日元,日元,日元,日元,日元
