报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,-1.088,2.754,5.584,3.814
投资活动之现金流入净额,-0.014,-0.032,-4.542,-0.444
融资活动之现金流入净额,-0.001,0.374,0.802,-1.602
现金及现金等价物增加,-1.103,3.096,1.844,1.768
会计年初之现金及现金等价物,7.139,4.05,2.22,0.438
会计年终之现金及现金等价物,6.031,7.139,4.05,2.22
外汇兑换率变动之影响,-0.005,-0.007,-0.014,0.014
购置固定资产款项,-0.019,-0.032,-0.552,-0.444
币种,美元,美元,美元,美元
