序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,3,"8,103.650",1.480
2,2017-06-30,29,"17,633.360",3.260
3,2017-03-31,4,"12,414.770",2.070
4,2016-12-31,71,"58,491.430",8.560
5,2016-09-30,5,"13,994.820",2.000
6,2016-06-30,68,"55,351.150",7.970
7,2016-03-31,15,"69,630.730",8.940
8,2015-12-31,96,"180,390.050",16.690
9,2015-09-30,5,"15,409.720",2.200
10,2015-06-30,46,"45,470.430",5.310
11,2015-03-31,7,"34,229.830",4.370
12,2014-12-31,55,"44,437.900",8.040
13,2014-09-30,9,"49,541.600",8.300
14,2014-06-30,73,"91,834.760",15.770
15,2014-03-31,4,"17,119.880",3.660
16,2013-12-31,37,"20,243.360",5.130
17,2013-09-30,3,"17,016.260",4.070
18,2013-06-30,33,"26,865.720",6.910
19,2013-03-31,1,"5,256.940",1.510
20,2012-12-31,19,"12,018.700",3.560
21,2012-09-30,5,"21,127.200",5.070
22,2012-06-30,19,"6,613.180",1.600
23,2012-03-31,2,"2,848.360",0.690
24,2011-12-31,13,"5,875.780",1.520
25,2011-09-30,2,"1,856.300",0.470
26,2011-06-30,8,"3,753.900",0.760
27,2011-03-31,2,"2,603.480",0.470
28,2010-12-31,8,"5,845.970",0.930
29,2010-09-30,5,"34,680.510",5.960
30,2010-06-30,29,"104,761.380",21.220
31,2010-03-31,5,"60,861.330",9.210
32,2009-12-31,10,"40,855.680",7.730
33,2009-09-30,5,"31,540.390",8.010
34,2009-06-30,7,"20,829.450",5.870
35,2009-03-31,6,"23,653.700",7.980
36,2008-12-31,13,"36,569.450",21.940
37,2008-09-30,5,"16,220.890",12.320
38,2008-06-30,16,"33,923.720",22.860
39,2008-03-31,2,"5,577.080",3.940
40,2007-12-31,3,"10,798.840",6.660
41,2007-09-30,3,"7,155.020",6.660
42,2007-06-30,3,"3,728.730",5.080
43,2006-12-31,1,16.800,0.050
44,2006-06-30,2,432.670,1.420
45,2006-03-31,3,"2,582.970",10.710
46,2005-12-31,12,"6,365.860",25.380
47,2005-06-30,4,"1,158.330",4.250
48,2005-03-31,2,"2,115.590",6.720
49,2004-12-31,3,"3,771.870",8.820
50,2004-06-30,1,35.580,0.090
51,2003-06-30,1,"1,221.130",2.190
52,2002-12-31,6,"1,551.310",2.820
