序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,8,"48,985.130",4.300
2,2017-06-30,93,"71,270.640",6.140
3,2017-03-31,4,"51,333.960",4.390
4,2016-12-31,97,"101,977.730",8.580
5,2016-09-30,17,"99,989.640",6.950
6,2016-06-30,99,"135,083.650",10.100
7,2016-03-31,20,"109,229.710",7.570
8,2015-12-31,50,"131,535.720",8.910
9,2015-09-30,9,"110,389.520",9.820
10,2015-06-30,31,"223,244.180",12.220
11,2015-03-31,7,"55,278.650",5.340
12,2014-12-31,3,215.460,0.040
13,2010-12-31,2,783.850,0.250
14,2010-09-30,1,595.350,0.180
15,2010-06-30,3,"1,077.870",0.470
16,2010-03-31,2,"1,258.130",0.390
17,2009-12-31,2,"1,363.130",0.430
18,2009-06-30,1,435.000,0.150
19,2006-12-31,1,38.830,0.040
20,2006-06-30,4,"1,143.180",0.850
21,2006-03-31,2,323.000,0.520
22,2005-12-31,5,"3,063.940",5.560
23,2005-06-30,4,"1,274.760",2.230
24,2005-03-31,3,"2,267.070",3.590
25,2004-12-31,8,"6,373.240",7.650
26,2004-09-30,6,"10,233.550",10.230
27,2004-06-30,7,"10,854.440",9.900
28,2003-12-31,6,"4,151.480",3.640
29,2003-06-30,6,"4,368.200",3.870
30,2002-12-31,6,"3,232.110",3.010
31,2002-09-30,1,"3,889.060",2.890
32,2002-06-30,9,"6,998.380",5.950
33,2002-03-31,1,"3,693.390",3.340
34,2001-12-31,5,"2,284.050",3.460
35,2000-06-30,1,"1,943.540",2.810
