序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,99,"310,835.970",1.860
2,2018-12-31,471,"608,762.290",4.660
3,2018-09-30,221,"500,026.670",3.180
4,2018-06-30,423,"507,511.790",3.790
5,2018-03-31,122,"296,433.640",2.060
6,2017-12-31,884,"1,721,673.010",7.860
7,2017-09-30,158,"548,147.640",3.100
8,2017-06-30,493,"735,964.550",4.590
9,2017-03-31,60,"81,221.580",0.620
10,2016-12-31,240,"247,881.520",1.820
11,2016-09-30,29,"65,699.560",0.510
12,2016-06-30,173,"183,973.530",1.460
13,2016-03-31,36,"91,668.130",0.720
14,2015-12-31,244,"450,582.980",2.770
15,2015-09-30,15,"65,511.430",0.590
16,2015-06-30,188,"328,602.380",1.730
17,2015-03-31,29,"174,895.710",1.060
18,2014-12-31,256,"655,633.490",4.240
19,2014-09-30,5,"30,958.250",0.590
20,2014-06-30,106,"118,957.220",2.640
21,2014-03-31,4,"23,562.750",0.550
22,2013-12-31,96,"123,492.180",2.530
23,2013-09-30,6,"9,092.520",0.190
24,2013-06-30,94,"118,704.200",2.250
25,2013-03-31,4,"7,903.180",0.170
26,2012-12-31,120,"205,234.950",3.340
27,2012-09-30,16,"51,410.130",3.770
28,2012-06-30,177,"323,873.570",17.020
29,2012-03-31,46,"186,930.050",5.460
30,2011-12-31,188,"291,452.550",33.890
