序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-12-31,1,87.840,0.040
2,2018-06-30,17,864.870,0.350
3,2018-03-31,1,241.120,0.080
4,2017-12-31,35,"11,742.680",3.960
5,2017-09-30,2,167.070,0.060
6,2017-06-30,17,"8,413.360",2.510
7,2016-12-31,14,"9,819.060",5.350
8,2016-09-30,12,"36,401.500",18.610
9,2016-06-30,17,"11,593.330",5.690
10,2016-03-31,10,"56,054.070",24.470
11,2015-12-31,31,"88,785.820",31.930
12,2015-09-30,3,"8,479.670",7.410
13,2015-06-30,4,"4,924.740",2.680
14,2015-03-31,2,"4,247.230",3.750
15,2014-06-30,2,461.360,0.670
