序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2019-03-31,3,"17,549.010",2.380
2,2018-12-31,46,"10,363.650",2.140
3,2018-09-30,1,"3,067.480",0.670
4,2018-06-30,21,"10,282.130",5.260
5,2018-03-31,1,"5,103.660",2.420
6,2017-12-31,52,"26,268.240",10.150
7,2017-09-30,3,"5,413.230",2.380
8,2017-06-30,29,"8,141.480",3.940
9,2017-03-31,4,"4,754.310",2.090
10,2016-12-31,15,"4,424.500",1.910
11,2016-09-30,2,"2,785.270",1.180
12,2016-06-30,6,217.810,0.090
13,2015-12-31,6,229.910,0.100
14,2015-09-30,1,2.950,0.000
15,2015-06-30,15,763.300,0.370
