序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,21,"3,914.760",1.150
2,2017-09-30,1,990.240,0.240
3,2017-06-30,16,"1,709.170",0.400
4,2017-03-31,2,198.090,0.040
5,2016-12-31,24,"17,864.660",3.890
6,2016-09-30,2,"7,893.130",1.680
7,2016-06-30,10,"1,294.330",0.310
8,2016-03-31,1,875.160,0.180
9,2015-12-31,6,"2,825.040",0.430
10,2015-06-30,2,109.160,0.010
11,2014-12-31,3,"1,826.530",0.360
12,2014-09-30,1,"1,075.360",0.300
13,2014-06-30,4,851.110,0.330
14,2014-03-31,1,828.980,0.290
15,2013-12-31,4,"1,408.750",0.500
16,2013-09-30,2,"3,065.380",0.970
17,2013-06-30,3,"4,930.990",1.770
18,2013-03-31,2,"13,848.280",4.450
19,2012-12-31,4,"18,188.150",5.010
20,2012-09-30,3,"17,292.250",5.890
21,2012-06-30,4,"14,746.600",4.290
22,2012-03-31,2,"11,954.060",4.140
23,2011-12-31,6,"12,334.820",4.830
24,2011-09-30,1,"15,163.950",4.870
25,2011-06-30,6,"18,573.760",5.040
26,2011-03-31,1,"18,111.320",4.760
27,2010-12-31,7,"18,393.900",5.250
28,2010-09-30,3,"19,622.020",5.210
29,2010-06-30,5,"17,961.710",5.070
30,2010-03-31,5,"8,785.080",1.760
31,2009-12-31,7,"9,573.410",2.000
32,2009-09-30,3,"7,457.680",1.770
33,2009-06-30,5,"6,857.580",1.520
34,2009-03-31,5,"11,799.000",7.130
35,2008-12-31,2,"2,601.680",2.590
36,2008-09-30,2,"7,265.720",6.010
37,2008-06-30,3,"11,013.500",6.390
38,2008-03-31,5,"29,263.240",12.280
39,2007-12-31,9,"79,438.970",22.210
40,2007-09-30,9,"120,031.370",29.260
41,2007-06-30,10,"20,681.150",7.460
42,2006-12-31,1,64.270,0.070
43,2006-06-30,1,114.070,0.150
44,2005-12-31,1,59.150,0.150
45,2005-06-30,1,64.610,0.150
46,2004-12-31,1,85.090,0.150
47,2004-09-30,2,233.960,0.370
48,2004-06-30,3,390.890,0.520
49,2003-12-31,3,527.760,0.670
50,2003-06-30,4,"1,087.720",0.990
51,2002-12-31,2,835.820,0.860
52,2002-09-30,1,704.930,0.610
53,2002-06-30,9,"3,086.710",2.400
54,2002-03-31,1,653.620,0.620
55,2001-12-31,1,686.030,0.610
