序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-09-30,1,134.710,0.020
2,2017-06-30,13,833.240,0.110
3,2017-03-31,1,76.820,0.010
4,2016-12-31,24,"6,819.730",1.000
5,2016-09-30,7,"10,770.340",1.550
6,2016-06-30,18,"15,675.970",3.240
7,2016-03-31,4,"9,430.450",2.100
8,2015-12-31,32,"40,983.490",5.800
9,2015-09-30,2,"5,592.070",1.690
10,2015-06-30,14,"25,464.390",4.060
11,2015-03-31,1,"6,684.840",2.020
12,2014-12-31,4,"8,932.660",2.720
13,2014-09-30,2,"12,377.920",3.940
14,2014-06-30,1,293.280,0.180
15,2013-12-31,1,253.840,0.140
16,2013-06-30,1,333.020,0.200
17,2012-12-31,2,925.910,0.380
18,2012-06-30,1,11.780,0.010
19,2012-03-31,1,"1,910.870",1.080
20,2011-12-31,2,"2,732.270",1.530
21,2011-09-30,2,"5,540.930",2.360
22,2011-06-30,2,"7,044.590",2.260
23,2011-03-31,1,"4,863.490",1.520
24,2010-12-31,10,"26,146.550",7.260
25,2010-09-30,4,"15,843.450",5.260
26,2010-06-30,3,"1,125.750",0.580
27,2009-12-31,2,"2,560.010",0.940
28,2006-12-31,1,0.490,0.000
29,2006-06-30,1,0.520,0.000
30,2005-12-31,1,0.330,0.000
31,2005-06-30,1,0.410,0.000
32,2004-12-31,2,"2,254.010",3.680
33,2004-09-30,1,"2,952.670",3.920
34,2004-06-30,2,"2,983.550",4.220
35,2002-12-31,1,204.020,0.210
36,2001-12-31,1,87.080,0.070
37,2001-06-30,1,110.400,0.060
38,2000-12-31,1,"3,202.320",1.720
39,2000-06-30,2,"12,551.640",13.730
40,2000-03-31,3,"41,772.870",34.960
41,1999-12-31,2,"8,049.680",10.690
