序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,4,297.790,0.050
2,2017-06-30,9,118.090,0.020
3,2016-12-31,10,"2,276.380",0.280
4,2016-06-30,10,"2,282.490",0.310
5,2015-12-31,7,"1,070.760",0.090
6,2015-09-30,1,"4,295.650",0.360
7,2015-06-30,3,"7,331.110",0.370
8,2014-12-31,2,355.100,0.040
9,2013-12-31,1,294.030,0.080
10,2013-06-30,1,234.970,0.080
11,2012-12-31,2,662.900,0.150
12,2012-06-30,4,834.110,0.170
13,2011-12-31,9,"2,363.290",0.480
14,2011-06-30,5,"1,937.280",0.300
15,2010-12-31,4,"1,928.720",0.310
16,2010-06-30,6,"2,389.020",0.420
17,2010-03-31,2,"6,631.960",0.920
18,2009-12-31,5,"10,590.800",1.350
19,2009-09-30,1,"6,207.440",0.920
20,2009-06-30,5,"20,304.010",2.300
21,2009-03-31,1,"2,322.600",0.480
22,2008-12-31,1,"1,550.000",1.070
23,2008-09-30,1,"2,484.150",1.710
24,2008-06-30,3,"7,500.210",3.820
25,2008-03-31,5,"31,199.590",9.650
26,2007-12-31,5,"33,396.760",9.550
27,2007-09-30,1,"9,798.670",2.820
28,2007-06-30,6,"10,460.880",3.010
29,2007-03-31,3,"6,858.130",2.280
30,2006-12-31,2,"1,345.470",0.940
31,2006-09-30,2,"4,043.530",3.230
32,2006-06-30,1,67.040,0.070
33,2005-12-31,1,45.870,0.060
34,2005-06-30,1,35.790,0.060
35,2004-12-31,1,55.470,0.060
36,2004-06-30,4,"1,831.460",1.610
37,2003-12-31,3,310.090,0.210
38,2003-06-30,2,"1,673.970",0.910
39,2002-12-31,11,"16,985.800",8.430
40,2002-09-30,3,"20,963.250",7.460
41,2002-06-30,23,"46,947.390",14.300
42,2002-03-31,5,"27,805.790",8.670
43,2001-12-31,19,"43,192.170",13.440
44,2001-09-30,6,"35,245.640",10.370
45,2001-06-30,13,"59,836.300",12.710
46,2001-03-31,4,"27,074.580",7.510
