序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2017-12-31,2,138.080,0.060
2,2017-09-30,3,"3,115.910",1.150
3,2017-06-30,33,"11,017.570",4.740
4,2017-03-31,1,858.280,0.310
5,2016-12-31,35,"11,591.350",4.490
6,2016-06-30,14,"8,225.680",3.020
7,2016-03-31,2,"2,961.770",1.490
8,2015-12-31,2,858.110,0.320
9,2015-06-30,2,"1,031.940",0.400
10,2014-12-31,2,"1,022.730",0.650
11,2014-09-30,1,"1,045.940",0.640
12,2014-06-30,2,290.690,0.240
13,2013-12-31,2,501.460,0.400
14,2013-06-30,1,116.230,0.120
15,2012-06-30,2,286.970,0.480
16,2011-12-31,2,"2,519.790",3.940
17,2011-09-30,1,"3,370.710",3.870
18,2011-06-30,1,"3,786.120",3.870
19,2011-03-31,1,"4,756.350",3.870
20,2010-12-31,4,"7,472.890",10.450
21,2010-09-30,3,"7,781.980",11.500
22,2010-06-30,10,"8,285.270",12.540
23,2010-03-31,5,"4,645.140",6.510
24,2009-12-31,51,"3,916.550",
