序号,日期,持股基金家数,持股市值,占该股流通市值比例
1,2018-03-31,2,706.830,0.070
2,2017-12-31,112,"19,390.290",1.760
3,2017-09-30,6,"20,335.080",1.920
4,2017-06-30,61,"31,570.940",2.830
5,2017-03-31,7,"19,535.700",1.860
6,2016-12-31,48,"35,803.850",3.260
7,2016-09-30,5,"7,447.890",0.670
8,2016-06-30,57,"22,494.580",2.230
9,2016-03-31,1,273.000,0.030
10,2015-12-31,47,"10,524.110",1.060
11,2015-06-30,30,"3,782.980",0.320
12,2015-03-31,1,"22,066.470",2.800
13,2014-12-31,30,"24,190.170",3.900
14,2014-06-30,18,"1,119.170",0.430
15,2014-03-31,2,"3,249.020",1.140
16,2013-12-31,23,"1,158.220",0.440
17,2013-09-30,3,"4,411.890",3.500
18,2013-06-30,25,"23,005.770",18.730
19,2013-03-31,8,"46,752.280",30.220
20,2012-12-31,32,"84,703.840",48.020
21,2012-09-30,9,"58,153.520",33.940
22,2012-06-30,43,"69,029.970",42.050
23,2012-03-31,12,"44,747.060",33.490
24,2011-12-31,27,"48,374.700",39.040
25,2011-09-30,12,"39,359.190",30.700
26,2011-06-30,17,"26,974.390",20.480
27,2011-03-31,5,"15,864.850",10.750
28,2010-12-31,44,"55,602.820",38.080
